Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Trump - Speech15 - Edited.txt,1,899,30.08,81.92,50.16,75.34,10.58,16.02,92.44,60.51,19.13,11.46,4.12,4.00,2.45,0.11,0.78,7.68,7.56,11.12,14.68,4.89,6.34,1.89,24.58,5.23,2.34,1.11,0.78,1.89,6.56,4.45,1.78,0.67,0.44,0.11,12.35,0.00,0.11,0.00,0.33,15.35,4.23,1.22,3.34,3.78,2.34,3.67,2.11,1.22,0.78,0.11,0.00,0.00,0.00,0.00,0.00,12.57,5.23,2.78,3.00,2.11,1.00,3.67,17.13,2.45,12.46,2.11,5.34,5.23,1.78,0.00,0.11,0.78,0.00,0.22,1.45,0.00,0.22,0.78,0.44,0.00,21.13,9.23,7.01,0.00,0.11,0.67,0.00,0.00,0.00,3.89,0.00,0.22
Trump - Speech7 - Edited.txt,1,892,14.14,65.69,61.54,37.68,11.74,11.88,91.48,61.55,20.74,12.00,6.17,1.79,3.03,0.22,0.78,8.74,6.50,9.30,15.13,5.94,8.18,1.79,24.22,4.60,2.58,2.35,1.35,3.14,7.29,3.92,3.25,0.78,1.23,0.22,10.76,0.34,0.00,0.00,0.22,10.65,1.68,1.79,1.01,1.91,1.68,3.59,3.70,1.12,1.68,0.90,0.22,0.00,0.00,0.00,0.00,7.96,2.35,1.12,3.14,0.90,1.01,6.05,14.24,3.25,12.56,1.46,6.50,4.93,1.91,0.00,0.11,0.34,0.00,0.22,0.67,0.00,0.00,0.34,0.34,0.00,20.52,7.96,7.85,0.00,0.00,0.56,0.00,0.11,0.00,4.04,0.00,0.00
Trump - Speech12 - Edited.txt,1,925,40.17,80.03,36.43,93.46,11.01,13.30,94.16,59.46,18.16,10.16,3.57,2.16,2.27,1.62,0.54,8.00,9.30,10.81,11.68,6.49,6.70,1.51,20.76,5.73,1.41,0.76,2.16,2.59,6.38,5.19,0.86,0.00,0.11,0.00,12.43,0.32,0.00,0.54,1.73,11.24,2.59,0.97,1.08,4.00,0.86,3.35,2.81,1.30,0.65,0.86,0.22,0.00,0.11,0.00,0.11,10.59,2.49,1.41,3.46,2.70,0.97,4.54,12.97,2.81,12.11,2.27,5.41,5.08,4.54,0.00,0.11,0.32,0.00,0.32,0.76,0.00,0.00,0.43,0.32,0.00,21.62,9.19,6.81,0.11,0.11,0.22,0.00,0.76,0.22,4.22,0.00,0.00
Trump - Speech24 - Edited.txt,1,2040,20.76,80.17,47.91,85.67,11.15,14.22,91.03,60.44,19.22,12.40,3.73,5.29,1.27,0.15,1.96,6.81,5.49,11.52,12.89,6.96,8.09,2.21,22.84,4.66,2.16,0.88,2.01,3.14,6.18,4.71,1.27,0.05,0.29,0.44,12.30,0.00,0.15,0.00,0.15,13.04,2.84,1.47,1.52,1.96,1.57,4.46,2.11,1.13,0.54,0.29,0.05,0.00,0.00,0.00,0.00,12.06,6.23,1.52,2.45,1.96,1.03,3.73,15.88,2.30,11.32,1.86,7.06,2.55,3.38,0.00,0.49,1.37,0.10,0.10,0.83,0.00,0.00,0.15,0.69,0.00,24.56,8.82,7.45,0.10,0.25,0.15,0.00,1.62,0.59,5.20,0.00,0.39
Trump - Speech23 - Edited.txt,1,2294,34.45,84.93,25.71,73.04,12.27,13.91,90.98,59.94,17.96,10.51,2.62,3.01,1.87,1.61,1.39,7.45,6.97,12.55,12.99,6.10,7.06,1.96,22.76,4.71,2.09,1.22,1.05,1.92,5.93,4.14,1.61,0.09,0.44,0.00,13.56,0.17,0.13,0.70,1.31,11.38,1.96,1.53,2.01,2.40,1.35,3.53,1.44,0.52,0.74,0.17,0.57,0.00,0.22,0.00,0.00,11.20,4.14,1.48,3.14,2.31,0.78,3.53,16.22,2.48,12.60,2.09,7.06,3.49,2.66,0.17,0.22,1.05,0.17,0.17,0.74,0.00,0.00,0.31,0.35,0.00,20.92,7.93,6.50,0.09,0.22,0.31,0.00,0.44,0.44,5.01,0.00,0.00
Trump - Speech1 - Edited.txt,1,1453,20.23,79.93,54.51,83.33,14.53,15.55,91.81,62.08,21.40,14.11,5.99,3.72,2.55,0.89,0.96,7.30,6.33,11.63,12.80,5.99,8.33,2.06,23.68,4.40,1.45,1.86,0.55,2.41,5.51,4.27,1.03,0.07,0.07,0.21,14.11,0.14,0.07,0.07,0.89,12.04,3.10,1.31,1.45,2.34,1.38,3.92,1.86,0.69,0.76,0.34,0.28,0.00,0.14,0.00,0.07,11.22,5.44,1.58,2.27,1.93,0.76,3.99,15.07,3.44,11.01,2.48,5.64,3.10,2.13,0.07,0.07,0.62,0.21,0.00,0.69,0.00,0.00,0.41,0.28,0.00,19.13,6.61,7.36,0.00,0.00,0.28,0.00,0.00,0.00,4.54,0.00,0.34
Trump - Speech13 - Edited.txt,1,1038,33.84,77.96,42.37,67.64,11.66,13.97,90.27,59.83,19.56,11.56,3.85,2.60,2.89,1.16,1.06,8.00,6.45,12.33,12.72,5.78,5.78,1.73,23.60,4.72,1.45,2.12,1.73,1.73,6.36,4.24,2.02,0.29,0.29,0.67,11.56,0.00,0.00,0.00,1.16,11.27,2.02,1.54,1.25,2.60,1.16,3.76,2.02,0.96,0.77,0.29,0.67,0.00,0.67,0.00,0.00,8.77,2.89,1.06,2.70,1.83,0.87,4.91,15.41,2.22,12.62,1.73,6.84,4.05,1.54,0.00,0.10,0.10,0.10,0.10,0.67,0.00,0.10,0.39,0.19,0.00,19.56,8.48,6.36,0.10,0.39,0.39,0.00,0.00,0.00,3.66,0.00,0.19
Trump - Speech6 - Edited.txt,1,1185,25.01,80.76,46.71,96.36,11.62,14.60,91.56,61.60,17.89,11.39,4.05,4.14,2.53,0.00,0.68,6.50,7.76,10.55,13.92,8.44,6.24,2.19,23.04,5.49,2.45,0.93,1.01,3.38,7.51,6.16,1.27,0.08,0.08,0.51,11.98,0.00,0.08,0.17,0.00,12.07,2.03,0.68,1.35,3.29,2.11,3.63,1.60,0.84,0.68,0.08,0.34,0.00,0.25,0.08,0.00,11.39,5.32,1.43,3.46,1.77,0.84,3.12,16.79,3.97,12.15,2.78,5.82,3.88,3.97,0.42,0.08,1.60,0.00,0.00,1.52,0.08,0.34,0.51,0.59,0.00,22.53,8.35,6.92,0.00,0.68,0.25,0.00,0.08,1.35,4.89,0.00,0.00
Trump - Speech14 - Edited.txt,1,2163,42.80,81.26,31.31,79.01,11.76,16.78,87.93,57.79,17.38,10.36,3.24,2.64,2.68,0.88,0.92,7.03,7.86,12.16,11.93,6.61,6.61,0.97,20.39,5.18,2.36,1.20,1.94,2.59,5.64,4.25,1.34,0.23,0.37,0.18,11.05,0.05,0.09,0.09,0.83,12.39,3.01,0.74,2.68,3.05,1.66,3.28,1.66,0.46,0.92,0.23,0.69,0.00,0.51,0.00,0.05,9.94,3.56,0.74,3.14,1.94,1.06,3.70,13.18,3.28,12.11,2.27,6.24,3.98,1.94,0.05,0.00,1.25,0.00,0.09,1.02,0.00,0.00,0.69,0.32,0.00,21.08,7.91,7.81,0.14,0.05,0.65,0.00,0.23,0.37,3.79,0.00,0.14
Trump - Speech22 - Edited.txt,1,1356,32.36,70.24,35.71,90.38,11.02,14.82,90.12,60.77,19.10,10.10,3.32,3.54,1.70,0.44,1.11,9.00,7.45,12.09,11.80,6.27,7.23,2.51,20.72,4.28,1.99,1.33,0.59,3.17,7.45,5.68,1.77,0.00,0.15,0.29,10.03,0.00,0.00,0.29,0.22,13.50,2.43,1.18,2.21,3.24,1.62,4.13,2.51,0.74,1.18,0.29,0.44,0.00,0.15,0.00,0.15,11.65,3.69,2.06,3.32,2.14,1.33,4.79,13.50,1.77,11.58,1.47,6.86,3.24,2.58,0.15,0.07,0.44,0.07,0.07,0.81,0.00,0.00,0.44,0.37,0.00,21.31,8.48,7.15,0.37,0.22,0.59,0.00,0.07,0.15,4.13,0.00,0.15
Trump - Speech25 - Edited.txt,1,3194,42.81,83.41,26.61,83.21,12.14,15.78,88.76,58.48,17.97,11.43,3.38,3.60,1.66,1.22,1.57,6.54,6.70,13.31,12.05,4.79,6.92,1.75,20.57,4.16,1.78,1.35,1.38,1.94,6.54,4.82,1.60,0.38,0.69,0.09,12.87,0.13,0.19,0.00,1.60,11.49,1.94,1.22,2.54,1.82,1.85,3.29,1.75,0.44,1.03,0.13,0.56,0.16,0.31,0.00,0.03,11.83,4.54,1.47,4.07,1.78,0.85,4.10,12.52,2.32,12.40,1.60,6.54,4.26,3.10,0.19,0.34,0.91,0.06,0.28,0.69,0.00,0.00,0.34,0.34,0.00,20.44,7.92,6.26,0.09,0.06,0.53,0.00,0.34,0.81,4.07,0.00,0.34
Trump - Speech28 - Edited.txt,1,2706,19.92,83.36,54.59,85.32,9.30,12.49,92.68,61.49,20.99,13.30,4.55,4.58,2.37,0.41,1.40,7.69,6.25,11.90,14.19,6.50,6.47,2.77,27.24,3.25,1.07,1.40,1.63,1.70,5.28,4.32,0.92,0.18,0.30,0.22,14.23,0.07,0.18,0.00,0.55,14.08,2.85,1.55,2.33,2.48,1.44,4.18,2.25,1.59,0.63,0.04,0.22,0.00,0.00,0.00,0.00,11.09,5.62,1.18,2.62,2.40,0.37,4.62,18.11,3.40,12.86,2.70,6.06,4.25,2.88,0.07,0.15,1.07,0.00,0.18,1.00,0.00,0.00,0.33,0.63,0.00,26.94,9.90,5.91,0.07,0.15,0.85,0.00,2.99,0.00,6.76,0.00,0.30
Trump - Speech19 - Edited.txt,1,1179,25.24,78.74,34.81,54.51,15.93,15.69,91.18,61.83,19.17,9.75,2.71,2.54,2.37,0.93,1.19,9.41,6.87,11.79,13.57,6.70,8.40,1.10,21.63,5.43,3.14,1.36,1.70,3.31,5.09,3.22,1.70,0.08,0.17,0.51,11.45,0.08,0.17,0.00,1.02,13.06,2.12,1.10,2.63,3.65,0.93,4.58,1.95,1.19,0.76,0.00,0.34,0.00,0.34,0.00,0.00,7.80,2.97,1.27,2.37,1.36,0.68,4.33,14.76,2.21,12.81,1.95,6.53,4.50,2.21,0.00,0.00,1.44,0.25,0.08,0.25,0.00,0.00,0.00,0.25,0.00,18.49,6.19,7.38,0.00,0.25,0.08,0.00,0.42,0.17,3.82,0.00,0.17
Trump - Speech29 - Edited.txt,1,2374,49.56,79.66,42.87,87.72,11.15,18.11,89.55,57.29,16.81,10.15,3.92,3.83,1.10,0.38,0.93,6.66,7.03,13.06,11.20,6.19,5.52,1.47,19.67,3.62,1.81,1.39,1.60,2.78,6.99,5.31,1.68,0.38,0.55,0.13,11.50,0.04,0.00,0.08,0.42,11.67,2.95,1.26,1.64,2.36,1.94,2.74,1.90,0.67,0.88,0.29,0.04,0.00,0.04,0.00,0.00,12.97,4.89,2.74,4.30,2.02,0.80,5.05,13.14,1.64,12.34,1.43,6.91,4.17,3.75,0.08,0.04,0.17,0.04,0.08,0.55,0.00,0.00,0.17,0.38,0.00,15.50,8.59,3.83,0.04,0.00,0.38,0.00,0.17,0.04,2.44,0.00,0.00
Trump - Speech18 - Edited.txt,1,1454,44.66,83.74,47.55,98.43,12.87,15.61,90.92,57.91,16.09,10.11,2.68,3.78,1.51,0.14,1.99,5.98,7.91,12.24,12.38,6.05,7.29,1.17,22.01,5.02,1.99,0.83,1.31,3.09,7.02,6.26,0.62,0.07,0.00,0.07,11.21,0.00,0.28,0.00,0.14,11.14,2.96,1.99,0.96,2.34,1.72,2.82,2.20,1.17,0.55,0.48,0.48,0.07,0.28,0.07,0.00,13.20,4.40,2.20,3.92,3.37,0.34,2.96,15.27,3.65,13.27,2.34,7.70,3.78,2.54,0.14,0.21,1.72,0.21,0.21,0.89,0.00,0.00,0.62,0.28,0.00,20.22,7.63,7.22,0.07,0.00,0.28,0.00,0.34,0.00,4.61,0.00,0.07
Trump - Speech8 - Edited.txt,1,1012,15.97,75.55,51.63,61.37,10.65,10.77,94.57,62.15,20.55,11.46,4.55,3.46,1.88,0.79,0.79,9.09,5.63,11.36,14.92,7.91,6.32,2.17,27.67,3.26,1.28,1.38,0.30,2.47,6.42,4.15,2.27,0.49,0.30,0.49,11.96,0.20,0.00,0.00,1.09,14.82,3.36,1.09,3.26,3.66,1.68,3.66,2.96,1.78,0.99,0.20,0.40,0.10,0.20,0.00,0.00,9.88,4.35,1.38,2.17,1.88,1.09,5.04,18.28,4.84,13.74,2.67,6.82,4.64,1.19,0.00,0.10,0.69,0.00,0.40,0.89,0.00,0.00,0.30,0.59,0.00,21.15,8.99,5.63,0.10,0.40,0.40,0.00,0.10,0.00,5.53,0.00,0.00
Trump - Speech9 - Edited.txt,1,991,20.69,72.75,49.25,93.55,10.01,12.11,93.24,62.16,20.18,11.30,4.44,4.14,1.51,0.71,0.50,8.88,6.66,11.30,13.32,7.47,7.37,2.02,24.82,4.44,2.52,1.31,1.51,3.03,6.36,5.25,0.91,0.20,0.10,0.00,11.10,0.00,0.00,0.00,0.71,12.31,2.83,1.11,1.01,3.33,1.72,4.24,3.13,1.61,1.11,0.40,0.61,0.10,0.40,0.00,0.00,11.81,4.34,2.02,3.03,3.03,0.40,3.63,17.96,2.83,11.10,1.21,6.36,4.24,2.02,0.10,0.10,0.30,0.40,0.00,0.81,0.00,0.00,0.50,0.30,0.00,21.90,9.69,5.65,0.00,0.10,0.30,0.00,0.61,0.00,5.35,0.00,0.20
Trump  - Speech28 - Edited.txt,1,2706,19.92,83.36,54.59,85.32,9.30,12.49,92.68,61.49,20.99,13.30,4.55,4.58,2.37,0.41,1.40,7.69,6.25,11.90,14.19,6.50,6.47,2.77,27.24,3.25,1.07,1.40,1.63,1.70,5.28,4.32,0.92,0.18,0.30,0.22,14.23,0.07,0.18,0.00,0.55,14.08,2.85,1.55,2.33,2.48,1.44,4.18,2.25,1.59,0.63,0.04,0.22,0.00,0.00,0.00,0.00,11.09,5.62,1.18,2.62,2.40,0.37,4.62,18.11,3.40,12.86,2.70,6.06,4.25,2.88,0.07,0.15,1.07,0.00,0.18,1.00,0.00,0.00,0.33,0.63,0.00,26.94,9.90,5.91,0.07,0.15,0.85,0.00,2.99,0.00,6.76,0.00,0.30
Trump - Speech16 - Edited.txt,1,1221,29.07,85.09,27.23,70.47,11.63,14.91,89.03,58.80,18.26,11.71,3.52,4.26,1.72,0.57,1.64,6.55,6.88,11.38,13.10,5.98,8.03,1.56,21.62,5.16,2.21,0.49,1.72,1.97,6.88,4.50,2.13,0.25,0.33,0.57,12.78,0.16,0.00,0.00,0.57,10.57,2.38,0.82,1.80,1.64,1.88,3.28,1.97,0.82,1.06,0.08,1.47,0.66,0.33,0.08,0.41,11.71,4.67,0.98,3.52,2.13,0.57,5.49,13.10,1.15,10.57,0.98,6.14,3.69,2.70,0.33,0.25,0.08,0.00,0.08,0.74,0.00,0.00,0.33,0.41,0.00,20.97,8.60,6.88,0.08,0.08,0.25,0.00,0.00,0.00,5.08,0.00,0.00
Trump - Speech4 - Edited.txt,1,960,28.86,63.85,47.50,98.78,11.71,12.71,90.94,60.21,18.85,11.04,5.21,1.98,1.98,0.42,1.46,7.81,6.46,12.60,13.33,6.56,7.71,1.35,24.58,6.04,2.81,0.62,1.77,2.60,8.23,6.98,1.15,0.10,0.21,0.21,9.58,0.31,0.10,0.10,0.73,12.71,3.65,1.46,1.77,3.44,0.52,3.44,2.92,1.88,0.52,0.52,0.42,0.00,0.10,0.00,0.00,7.71,2.60,0.94,2.60,1.98,0.42,3.65,16.98,2.81,10.52,1.88,5.73,3.02,1.15,0.31,0.21,0.00,0.21,0.00,0.42,0.00,0.00,0.31,0.10,0.00,20.52,7.92,5.42,0.00,0.21,0.62,0.00,0.62,0.00,5.52,0.00,0.21
Trump - Speech11 - Edited.txt,1,962,16.63,82.79,30.76,89.84,8.99,13.41,92.62,59.77,19.75,12.37,4.37,3.12,3.22,0.83,0.83,7.38,5.93,9.67,12.27,8.32,6.55,3.22,22.35,3.95,1.04,1.66,1.14,2.49,6.76,5.30,1.46,0.10,0.42,0.42,15.07,0.00,0.31,0.00,1.35,14.97,2.39,1.35,2.70,2.70,2.81,4.37,2.49,0.52,1.66,0.21,0.31,0.10,0.00,0.00,0.00,9.67,4.16,1.46,3.43,1.04,0.52,5.20,14.86,1.77,10.40,1.87,4.57,4.37,2.39,0.21,0.21,2.29,0.00,0.10,1.87,0.00,0.10,0.73,1.14,0.00,23.80,9.56,7.48,0.21,0.31,1.46,0.10,0.21,0.00,4.47,0.00,0.00
Trump - Speech3 - Edited.txt,1,896,35.59,93.11,29.37,98.11,13.37,15.18,92.08,58.15,18.42,10.94,1.90,6.70,1.45,0.00,0.89,7.48,5.13,13.17,10.71,7.37,6.47,1.45,20.98,5.58,2.01,1.45,0.78,4.02,8.82,7.03,1.56,0.11,0.00,0.11,13.06,0.11,0.00,0.33,0.22,12.72,1.90,1.67,1.90,2.57,2.01,3.01,1.23,0.67,0.22,0.00,0.22,0.00,0.00,0.00,0.11,14.29,7.70,1.45,2.23,2.12,1.34,2.34,14.29,3.35,12.83,3.24,7.37,2.57,2.01,0.33,0.22,1.23,0.22,0.00,1.23,0.00,0.00,0.45,0.78,0.00,17.86,7.48,6.14,0.00,0.22,0.00,0.00,0.11,0.00,3.91,0.00,0.00
Trump - Speech27 - Edited.txt,1,1595,23.16,79.77,46.26,94.93,9.67,17.87,92.41,60.69,19.44,11.03,3.07,4.45,2.01,0.31,1.19,8.40,6.90,11.29,12.73,6.33,7.96,2.95,22.63,3.64,1.82,1.50,1.19,3.01,6.14,5.27,0.69,0.06,0.25,0.00,11.60,0.00,0.06,0.00,0.31,13.67,3.39,1.44,2.13,3.32,1.63,3.70,1.82,1.19,0.63,0.00,0.13,0.00,0.06,0.00,0.00,12.60,4.83,2.01,3.95,2.07,0.56,3.32,16.43,2.13,12.73,1.63,8.46,2.82,2.76,0.25,0.13,1.07,0.06,0.00,1.00,0.00,0.00,0.38,0.63,0.00,24.95,10.34,5.08,0.13,0.00,0.69,0.00,2.01,0.19,5.83,0.00,0.69
Trump - Speech20 - Edited.txt,1,908,21.62,77.97,40.08,93.97,13.16,12.33,92.29,61.67,21.37,12.33,3.74,4.19,2.53,0.66,1.21,9.03,6.39,11.23,13.33,5.62,6.94,2.31,24.34,3.52,1.98,1.98,0.99,3.08,5.84,5.07,0.66,0.00,0.00,0.00,12.11,0.00,0.00,0.00,0.88,16.08,3.96,1.43,3.19,4.19,1.21,5.07,2.09,0.55,0.77,0.33,0.22,0.11,0.00,0.11,0.00,10.35,4.74,0.55,2.75,1.65,0.88,3.85,16.96,2.64,10.57,1.43,6.61,2.64,0.88,0.22,0.00,1.43,0.11,0.22,0.77,0.00,0.00,0.44,0.33,0.00,20.37,7.27,7.71,0.22,0.11,0.33,0.00,0.00,0.00,4.74,0.00,0.00
Trump - Speech2 - Edited.txt,1,1333,28.55,90.27,48.53,96.57,13.60,14.55,91.82,59.34,17.70,11.40,3.38,5.93,1.65,0.23,0.23,6.30,5.78,11.93,12.83,7.28,7.95,0.83,22.36,5.10,1.88,1.58,0.15,3.08,6.45,5.70,0.75,0.23,0.08,0.23,11.48,0.08,0.00,0.08,0.23,10.43,2.70,2.03,0.90,2.10,1.73,1.88,1.43,0.53,0.30,0.60,0.68,0.08,0.38,0.00,0.15,14.10,6.83,1.95,3.15,2.18,0.90,3.53,14.18,4.73,13.95,2.40,6.60,5.48,3.75,0.15,0.08,1.35,0.45,0.00,0.68,0.00,0.00,0.23,0.45,0.00,17.55,7.35,5.93,0.15,0.08,0.15,0.00,0.45,0.15,3.30,0.00,0.00
Trump - Speech10 - Edited.txt,1,1338,22.47,82.68,38.24,81.11,11.24,17.94,91.85,60.91,19.43,11.06,3.66,3.59,2.99,0.30,0.52,8.37,6.28,11.73,12.63,8.00,7.77,1.72,23.84,4.63,1.49,2.39,0.37,2.17,7.03,5.01,1.94,0.00,0.30,0.07,11.29,0.00,0.00,0.07,0.30,12.11,2.54,1.64,2.02,2.17,1.64,3.06,2.47,1.42,0.82,0.07,0.60,0.07,0.30,0.00,0.22,9.94,3.89,1.42,3.21,1.57,0.37,4.11,16.82,2.24,12.26,2.69,6.58,3.59,3.29,0.07,0.07,0.97,0.00,0.15,0.45,0.00,0.00,0.07,0.37,0.00,21.15,8.74,6.43,0.15,0.30,0.30,0.00,0.22,0.15,4.71,0.00,0.15
Trump - Speech5 - Edited.txt,1,8327,17.89,72.38,48.59,69.46,10.27,12.27,91.80,61.16,21.68,13.44,5.85,1.78,2.49,2.15,1.18,8.24,6.23,10.77,13.01,6.41,6.88,2.85,24.20,4.60,2.01,1.50,0.73,2.15,5.92,4.06,1.74,0.11,0.40,0.16,14.31,0.08,0.17,0.46,2.01,13.35,3.30,1.38,1.59,2.59,1.87,3.90,3.11,1.14,1.61,0.35,0.32,0.04,0.18,0.00,0.02,8.26,2.22,1.31,2.49,2.03,0.88,5.51,15.89,2.08,11.47,1.99,5.44,4.01,1.89,0.19,0.14,0.17,0.05,0.04,1.26,0.04,0.02,0.78,0.41,0.00,24.28,9.02,8.25,0.12,0.14,0.77,0.00,0.11,0.34,5.42,0.00,0.12
Trump - Speech17 - Edited.txt,1,3951,28.86,78.74,53.42,75.94,11.26,13.31,91.60,60.87,18.78,12.05,3.92,3.54,2.15,0.91,1.52,6.71,6.40,12.71,13.64,6.71,6.83,1.90,24.37,4.45,1.80,1.21,1.85,2.48,5.11,3.85,1.14,0.05,0.25,0.25,12.07,0.05,0.10,0.23,0.78,11.52,2.13,1.01,1.90,2.68,1.29,3.95,1.77,1.06,0.53,0.18,1.04,0.20,0.63,0.03,0.20,10.58,4.07,1.70,3.09,1.97,0.46,3.59,17.44,3.19,14.33,2.76,7.14,4.58,2.38,0.25,0.05,1.06,0.05,0.03,1.32,0.03,0.00,0.53,0.76,0.00,22.75,8.76,8.23,0.08,0.13,0.18,0.00,0.15,0.00,5.14,0.00,0.10
Trump - Speech21 - Edited.txt,1,525,23.13,53.81,32.56,65.47,12.80,17.52,92.19,62.48,21.14,9.71,4.19,2.48,0.38,1.71,0.95,11.43,4.57,13.71,11.62,7.05,7.62,2.10,22.48,3.62,1.71,1.71,1.14,1.14,6.86,4.38,2.29,0.19,0.38,0.00,8.95,0.00,0.19,0.38,1.33,17.33,5.71,1.71,2.48,2.67,2.10,4.57,1.90,0.38,0.76,0.76,0.38,0.00,0.38,0.00,0.00,11.81,3.24,1.90,2.29,3.43,1.33,5.14,16.95,0.57,8.00,0.19,5.33,2.86,2.29,0.19,0.00,0.00,0.00,0.00,0.57,0.00,0.00,0.57,0.00,0.00,19.05,7.81,7.24,0.00,0.38,0.00,0.00,0.00,0.38,3.24,0.00,0.00
Trump - Speech26 - Edited.txt,1,2205,31.70,80.04,30.34,90.69,12.32,14.51,90.93,59.68,20.82,12.20,4.63,3.54,1.68,1.27,1.09,8.62,7.62,11.43,12.79,5.26,6.21,1.59,23.36,4.81,2.45,1.18,2.22,3.04,5.90,4.90,0.95,0.09,0.27,0.09,13.11,0.09,0.00,0.05,1.59,12.52,2.63,1.18,1.95,2.95,1.09,3.67,1.68,0.41,1.00,0.27,0.54,0.14,0.23,0.00,0.00,10.29,4.35,0.82,3.13,2.00,0.27,5.17,15.19,2.45,10.20,1.95,5.53,2.86,3.17,0.14,0.05,1.32,0.00,0.05,0.54,0.00,0.00,0.41,0.14,0.00,25.71,7.71,7.44,0.00,0.32,0.63,0.00,3.04,0.00,5.58,0.00,1.00
Bush - Speech117 - Edited.txt,1,1568,45.90,59.32,78.97,81.07,15.52,16.71,92.09,59.82,17.79,9.95,5.04,2.10,0.64,0.83,1.34,7.84,6.51,14.86,11.80,5.61,6.95,1.59,20.79,4.02,2.49,1.02,0.77,2.36,5.04,4.02,0.96,0.13,0.32,0.19,9.50,0.00,0.00,0.00,0.89,13.84,3.44,1.72,1.34,3.19,2.17,3.25,1.21,0.13,0.57,0.26,0.38,0.13,0.06,0.00,0.19,8.55,2.81,1.98,2.61,1.85,0.64,3.83,14.22,2.61,16.26,3.89,9.50,3.89,2.61,0.45,0.38,1.02,0.00,0.06,0.64,0.00,0.00,0.26,0.32,0.06,16.20,6.12,5.80,0.06,0.26,0.38,0.00,0.45,0.00,3.00,0.00,0.13
Bush - Speech110 - Edited.txt,1,919,47.37,76.04,42.80,87.40,13.72,17.74,89.55,59.52,16.87,8.92,2.61,3.37,1.41,0.33,1.20,7.94,7.07,14.80,11.86,6.42,5.88,2.72,20.46,4.35,1.74,1.74,0.54,1.85,5.11,4.35,0.76,0.11,0.00,0.33,12.08,0.00,0.44,0.00,0.54,13.49,3.05,1.85,1.63,2.94,1.63,4.35,1.96,0.33,1.20,0.22,0.33,0.11,0.00,0.00,0.22,11.32,4.03,2.07,3.16,2.39,1.09,3.48,14.15,1.85,11.86,2.29,7.29,2.29,4.46,0.44,0.00,1.52,0.00,0.00,1.20,0.11,0.11,0.65,0.11,0.00,18.61,7.29,5.22,0.11,0.54,0.22,0.00,0.54,0.22,4.46,0.00,0.00
Bush - Speech18 - Edited.txt,1,2671,48.14,59.31,56.97,59.82,18.05,17.41,90.49,59.94,16.47,9.02,4.12,2.43,1.46,0.45,0.56,7.45,7.30,14.68,11.64,5.84,7.23,2.40,20.22,3.52,2.17,1.27,0.26,2.92,5.02,3.33,1.54,0.26,0.30,0.22,8.99,0.07,0.04,0.00,0.52,15.28,3.56,1.72,2.70,3.82,1.57,3.97,1.83,0.67,0.67,0.45,0.71,0.07,0.60,0.04,0.04,9.62,3.33,1.68,2.77,1.61,0.79,3.59,14.08,1.65,13.55,2.55,8.16,3.52,1.98,0.26,0.11,0.26,0.07,0.11,0.90,0.04,0.00,0.30,0.52,0.00,18.01,5.43,6.36,0.11,0.22,0.30,0.00,1.42,0.15,3.93,0.00,0.07
Bush - Speech6 - Edited.txt,1,3671,39.41,51.42,67.19,44.20,15.56,15.58,89.65,60.17,18.58,10.79,5.75,1.53,1.58,1.33,0.60,7.79,6.67,13.81,11.17,5.99,6.84,2.62,20.48,2.81,1.50,1.66,1.14,2.45,3.98,2.48,1.47,0.30,0.35,0.16,9.40,0.03,0.05,0.00,1.55,13.81,3.35,1.93,1.61,2.94,1.69,3.79,2.34,0.90,1.04,0.35,0.38,0.14,0.11,0.03,0.11,8.72,2.07,1.53,3.70,1.80,0.68,3.43,13.92,2.40,13.73,2.62,7.95,3.92,3.11,0.14,0.22,0.49,0.05,0.08,0.38,0.00,0.00,0.11,0.22,0.00,20.16,6.13,6.43,0.11,0.38,0.33,0.05,2.26,0.44,3.95,0.00,0.08
Bush - Speech1 - Edited.txt,1,4434,42.64,45.77,75.30,66.73,15.29,17.34,90.84,59.79,17.95,10.08,5.64,1.94,1.06,0.54,0.90,7.87,6.90,14.68,11.25,5.57,7.69,2.66,20.37,3.68,2.17,1.47,1.11,2.32,4.58,3.34,1.17,0.23,0.29,0.11,8.73,0.02,0.07,0.09,0.61,14.70,3.56,1.47,1.94,3.16,1.89,4.49,2.19,0.81,0.90,0.41,0.43,0.11,0.20,0.00,0.09,8.64,2.50,1.17,3.11,1.65,0.72,2.82,14.50,1.76,13.89,2.41,8.28,3.72,3.25,0.27,0.14,1.38,0.02,0.09,0.83,0.00,0.02,0.54,0.29,0.00,20.64,6.11,5.93,0.25,0.23,0.52,0.00,2.12,0.14,4.94,0.00,0.41
