,index,Filename,Date,JDate,Days,Julian,TTR,WordCount,UniqueWords,UniqueStems,MLU,Fillers,NSNouns,LIVerbs,$,'',",",.,:,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,``,WP$,SYM,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,Nouns,Nouns/100,NounsNormalised,Adjectives,Adjectives/100,AdjectivesNormalised,Adverbs,Adverbs/100,AdverbsNormalised,Verbs,Verbs/100,VerbsNormalised,Pronouns,PronounsNormalised,UniqueWordsNormalised,UniqueStemsNormalised
101,101,Bush - Speech104 - Edited.txt,09/11/1991,1991-11-09,1016,2448569.5,0.3669885864793679,1139.0,418.0,362.0,17.54794520547945,2.0,4.0,26.0,0.0,2.0,69.0,73.0,5.0,44.0,9.0,120.0,2.0,0.0,119.0,56.0,3.0,2.0,30.0,136.0,35.0,4.0,55.0,1.0,1.0,110.0,15.0,90.0,1.0,1.0,1.0,42.0,0.0,63.0,22.0,24.0,20.0,64.0,40.0,4.0,6.0,10.0,2.0,0.0,0.0,1,1093,50.52,56.55,57.54,81.74,14.97,18.76,88.38,58.01,16.01,9.7,4.76,2.84,0.82,0.82,0.46,6.31,7.87,13.27,10.52,6.22,6.5,2.65,19.4,3.84,1.65,1.56,0.91,1.56,5.86,4.48,1.37,0.09,0.09,0.64,9.97,0.0,0.0,0.18,1.01,15.28,3.84,1.92,1.92,3.2,1.92,4.57,2.2,0.27,1.37,0.46,0.18,0.18,0.0,0.0,0.0,10.25,3.2,1.92,2.2,1.56,2.01,3.2,14.18,2.1,11.71,2.1,7.04,3.2,2.74,0.27,0.18,1.46,0.09,0.09,0.91,0.0,0.0,0.37,0.55,0.0,17.47,6.95,6.31,0.0,0.18,0.0,0.0,0.46,0.37,3.2,0.0,0.0,230.0,2.3,0.2019315188762072,61.0,0.61,0.053555750658472345,92.0,0.92,0.08077260755048288,233.0,2.33,0.20456540825285338,125.0,0.10974539069359086,,
102,102,Bush - Speech105 - Edited.txt,05/12/1991,1991-12-05,1042,2448595.5,0.2288376909137975,3863.0,884.0,738.0,16.61685823754789,21.0,16.0,158.0,0.0,8.0,211.0,261.0,30.0,182.0,18.0,398.0,24.0,0.0,382.0,196.0,7.0,6.0,82.0,396.0,116.0,4.0,159.0,3.0,8.0,389.0,34.0,294.0,6.0,0.0,17.0,141.0,7.0,271.0,43.0,70.0,85.0,265.0,139.0,22.0,31.0,22.0,8.0,2.0,0.0,1,3635,35.83,56.67,63.22,67.37,13.87,15.9,90.98,58.79,18.29,10.29,5.64,2.01,1.05,0.61,0.99,8.01,6.6,13.12,11.53,5.78,7.92,2.23,21.98,3.05,1.62,1.76,0.66,2.75,5.17,3.69,1.49,0.11,0.58,0.25,9.27,0.08,0.08,0.0,0.83,13.12,3.58,1.62,1.4,2.97,2.01,2.78,2.45,1.02,0.99,0.39,0.25,0.11,0.14,0.0,0.0,9.96,2.92,1.79,3.74,2.28,0.36,3.03,16.73,2.67,13.04,2.92,7.1,3.88,3.58,0.28,0.19,1.07,0.08,0.08,0.85,0.0,0.03,0.39,0.41,0.0,20.11,6.96,5.8,0.06,0.08,0.33,0.0,1.07,0.44,5.2,0.0,0.17,675.0,6.75,0.1747346621796531,209.0,2.09,0.054103028734144444,300.0,3.0,0.07765984985762361,873.0,8.73,0.2259901630856847,423.0,0.10950038829924928,,
103,103,Bush - Speech106 - Edited.txt,19/12/1991,1991-12-19,1056,2448609.5,0.2067881835323695,4773.0,987.0,795.0,16.651234567901234,18.0,4.0,203.0,0.0,2.0,291.0,324.0,28.0,197.0,37.0,510.0,23.0,0.0,519.0,242.0,14.0,4.0,114.0,477.0,177.0,23.0,191.0,5.0,9.0,491.0,48.0,358.0,2.0,1.0,22.0,169.0,6.0,267.0,66.0,105.0,109.0,286.0,166.0,35.0,50.0,24.0,2.0,1.0,0.0,1,4587,41.5,75.19,53.3,89.95,14.16,16.79,90.8,60.54,18.57,10.16,4.29,3.03,1.29,0.46,1.09,8.42,6.74,14.32,11.66,6.0,6.89,1.9,20.82,3.47,1.46,1.9,1.13,2.35,5.54,4.67,0.81,0.11,0.15,0.22,11.31,0.02,0.26,0.0,0.68,11.99,3.68,1.31,1.79,2.4,1.48,2.64,1.94,0.94,0.59,0.44,0.35,0.09,0.09,0.0,0.15,8.85,3.82,1.66,2.11,1.48,0.39,2.88,15.0,2.86,13.12,2.49,7.52,3.75,2.53,0.37,0.2,0.83,0.31,0.02,0.78,0.0,0.0,0.24,0.5,0.04,18.03,6.98,6.34,0.15,0.09,0.33,0.0,0.5,0.09,3.55,0.0,0.0,868.0,8.68,0.18185627487953068,260.0,2.6,0.054473077728891685,361.0,3.61,0.07563377330819192,999.0,9.99,0.20930232558139536,539.0,0.11292688036874084,,
104,104,Bush - Speech108 - Edited.txt,02/01/1992,1992-01-02,1070,2448623.5,0.2579505300353357,2830.0,730.0,616.0,19.06024096385542,17.0,6.0,130.0,0.0,6.0,168.0,166.0,26.0,136.0,12.0,270.0,7.0,0.0,296.0,155.0,9.0,2.0,67.0,279.0,118.0,8.0,92.0,1.0,2.0,301.0,25.0,239.0,5.0,0.0,16.0,107.0,4.0,199.0,59.0,57.0,56.0,144.0,77.0,15.0,14.0,19.0,6.0,0.0,1.0,1,2687,33.33,55.47,49.68,84.73,16.09,17.45,89.54,59.51,18.53,10.16,4.65,2.9,0.78,0.37,1.45,8.37,5.73,13.47,10.98,5.95,7.85,2.87,20.69,4.21,2.34,1.41,0.6,2.57,5.06,4.21,0.86,0.0,0.07,0.22,9.42,0.0,0.07,0.0,0.37,15.22,3.46,1.67,2.38,3.28,1.94,4.21,2.46,1.12,0.97,0.37,0.22,0.04,0.07,0.0,0.07,9.94,3.61,1.49,2.72,1.82,0.93,3.65,13.84,1.53,11.39,2.16,7.18,2.42,3.61,0.15,0.15,1.23,0.37,0.07,0.89,0.0,0.04,0.15,0.71,0.0,18.76,6.55,6.25,0.0,0.26,0.19,0.0,1.0,0.45,3.91,0.0,0.15,497.0,4.97,0.1756183745583039,166.0,1.66,0.058657243816254416,244.0,2.44,0.0862190812720848,592.0,5.92,0.20918727915194346,326.0,0.11519434628975266,,
105,105,Bush - Speech109 - Edited.txt,04/01/1992,1992-01-04,1072,2448625.5,0.2655709342560554,2312.0,614.0,518.0,21.88135593220339,2.0,9.0,96.0,0.0,5.0,150.0,118.0,10.0,100.0,15.0,222.0,10.0,0.0,249.0,115.0,17.0,3.0,63.0,245.0,93.0,7.0,90.0,2.0,6.0,212.0,28.0,168.0,8.0,1.0,6.0,102.0,7.0,176.0,23.0,52.0,25.0,130.0,78.0,18.0,18.0,4.0,6.0,0.0,0.0,1,2205,47.14,71.01,40.13,76.82,18.69,17.69,89.84,59.37,17.46,9.21,3.72,3.9,0.73,0.18,0.68,8.25,6.8,14.6,11.79,5.71,6.58,1.81,20.68,3.58,2.59,1.13,0.86,2.31,4.85,3.81,1.04,0.14,0.45,0.05,9.98,0.0,0.23,0.0,0.23,13.88,2.95,1.5,2.49,3.27,1.41,3.49,2.18,0.82,0.95,0.32,0.18,0.09,0.05,0.05,0.05,10.43,4.67,2.04,2.4,1.54,0.91,1.95,15.28,2.09,12.02,2.31,8.12,1.72,3.27,0.18,0.18,2.09,0.5,0.14,0.95,0.05,0.0,0.45,0.32,0.0,17.64,5.35,6.8,0.09,0.18,0.05,0.0,0.5,0.45,4.17,0.0,0.05,435.0,4.35,0.18814878892733564,135.0,1.35,0.05839100346020761,177.0,1.77,0.07655709342560553,484.0,4.84,0.2093425605536332,240.0,0.10380622837370242,,
106,106,Bush - Speech110 - Edited.txt,06/01/1992,1992-01-06,1074,2448627.5,0.3744813278008299,964.0,361.0,322.0,16.348484848484848,4.0,3.0,34.0,0.0,1.0,48.0,66.0,7.0,35.0,4.0,97.0,5.0,0.0,104.0,65.0,2.0,0.0,19.0,102.0,51.0,1.0,32.0,0.0,3.0,83.0,8.0,75.0,0.0,0.0,3.0,43.0,2.0,56.0,14.0,29.0,22.0,40.0,40.0,5.0,13.0,3.0,1.0,0.0,0.0,1,919,47.37,76.04,42.8,87.4,13.72,17.74,89.55,59.52,16.87,8.92,2.61,3.37,1.41,0.33,1.2,7.94,7.07,14.8,11.86,6.42,5.88,2.72,20.46,4.35,1.74,1.74,0.54,1.85,5.11,4.35,0.76,0.11,0.0,0.33,12.08,0.0,0.44,0.0,0.54,13.49,3.05,1.85,1.63,2.94,1.63,4.35,1.96,0.33,1.2,0.22,0.33,0.11,0.0,0.0,0.22,11.32,4.03,2.07,3.16,2.39,1.09,3.48,14.15,1.85,11.86,2.29,7.29,2.29,4.46,0.44,0.0,1.52,0.0,0.0,1.2,0.11,0.11,0.65,0.11,0.0,18.61,7.29,5.22,0.11,0.54,0.22,0.0,0.54,0.22,4.46,0.0,0.0,186.0,1.86,0.19294605809128632,67.0,0.67,0.06950207468879668,75.0,0.75,0.07780082987551867,201.0,2.01,0.20850622406639005,91.0,0.09439834024896265,,
107,107,Bush - Speech111 - Edited.txt,09/01/1992,1992-01-09,1077,2448630.5,0.3139178418148375,1631.0,512.0,463.0,19.157894736842103,11.0,5.0,63.0,0.0,4.0,93.0,95.0,6.0,71.0,8.0,156.0,9.0,0.0,180.0,86.0,5.0,0.0,40.0,185.0,60.0,7.0,61.0,3.0,2.0,162.0,13.0,111.0,3.0,0.0,9.0,58.0,3.0,98.0,32.0,33.0,45.0,99.0,48.0,11.0,8.0,12.0,4.0,0.0,0.0,1,1552,37.22,51.29,73.36,71.71,16.17,15.85,90.46,58.51,17.53,9.79,5.67,2.38,0.97,0.52,0.26,7.73,6.51,13.66,11.98,6.25,7.6,2.32,23.0,3.61,1.74,1.48,0.77,2.19,4.57,3.48,1.03,0.39,0.13,0.13,8.51,0.06,0.06,0.13,0.52,13.92,3.74,1.16,1.87,3.35,2.06,3.54,1.93,0.52,1.03,0.45,1.16,0.19,0.9,0.0,0.06,8.96,3.16,1.87,2.13,2.26,0.52,4.32,15.21,2.45,14.18,2.71,8.31,3.41,3.16,0.26,0.06,1.55,0.19,0.0,0.64,0.0,0.06,0.19,0.32,0.0,18.75,6.44,5.99,0.06,0.06,0.39,0.0,0.64,0.52,4.64,0.0,0.0,313.0,3.13,0.19190680564071122,91.0,0.91,0.055793991416309016,114.0,1.14,0.06989576946658492,355.0,3.55,0.2176578786020846,175.0,0.1072961373390558,,
108,108,Bush - Speech112 - Edited.txt,22/01/1992,1992-01-22,1090,2448643.5,0.3023106546854942,1558.0,471.0,416.0,17.606060606060606,2.0,4.0,64.0,0.0,2.0,86.0,99.0,5.0,74.0,11.0,171.0,6.0,0.0,153.0,92.0,5.0,7.0,50.0,149.0,42.0,6.0,65.0,3.0,4.0,159.0,15.0,96.0,2.0,0.0,6.0,51.0,3.0,111.0,19.0,32.0,38.0,106.0,33.0,17.0,17.0,6.0,2.0,0.0,0.0,1,1467,42.15,67.84,58.07,84.62,14.82,16.77,92.43,59.37,18.61,10.57,5.18,3.82,0.75,0.2,0.61,8.04,7.91,13.02,12.47,5.32,6.88,1.36,22.97,4.64,1.57,1.91,0.82,2.32,6.07,4.64,1.3,0.27,0.48,0.2,9.61,0.0,0.0,0.0,0.2,12.95,3.54,1.3,1.3,3.0,2.04,3.0,2.66,1.7,0.27,0.61,0.68,0.27,0.27,0.0,0.14,13.91,4.7,2.93,5.45,3.14,0.41,3.89,15.54,3.41,12.0,2.18,7.29,3.0,3.89,0.14,0.2,0.82,0.07,0.0,0.68,0.0,0.0,0.34,0.2,0.0,19.22,6.75,5.86,0.0,0.07,0.14,0.0,0.48,0.27,5.52,0.0,0.14,262.0,2.62,0.1681643132220796,104.0,1.04,0.06675224646983312,98.0,0.98,0.06290115532734275,339.0,3.39,0.21758664955070603,174.0,0.1116816431322208,,
109,109,Bush - Speech113 - Edited.txt,01/02/1992,1992-02-01,1100,2448653.5,0.3926585094549499,899.0,353.0,315.0,18.77358490566038,2.0,2.0,27.0,0.0,0.0,43.0,53.0,4.0,34.0,7.0,89.0,3.0,0.0,116.0,58.0,6.0,0.0,19.0,86.0,48.0,3.0,38.0,2.0,1.0,104.0,9.0,54.0,1.0,0.0,1.0,27.0,0.0,44.0,36.0,17.0,15.0,32.0,32.0,6.0,2.0,5.0,0.0,0.0,0.0,1,876,40.83,77.44,27.8,79.78,16.53,18.38,89.84,58.9,19.75,10.96,3.31,2.85,0.23,3.77,0.8,8.79,5.82,13.47,11.19,5.59,5.48,1.48,17.81,3.88,1.71,1.03,0.91,2.97,5.02,4.0,1.03,0.23,0.23,0.11,12.44,0.0,0.23,0.0,3.88,11.19,2.85,0.68,1.6,2.05,1.6,3.2,2.17,0.34,1.03,0.68,1.03,0.34,0.11,0.0,0.57,8.56,4.11,1.03,2.28,1.26,0.46,4.11,11.99,1.37,13.47,1.83,8.79,3.08,3.31,0.0,0.34,1.03,0.0,0.0,0.34,0.0,0.0,0.11,0.23,0.0,14.16,6.28,4.91,0.0,0.23,0.11,0.0,0.46,0.0,2.17,0.0,0.0,175.0,1.75,0.1946607341490545,64.0,0.64,0.07119021134593993,55.0,0.55,0.06117908787541713,176.0,1.76,0.19577308120133483,113.0,0.12569521690767518,,
110,110,Bush - Speech114 - Edited.txt,14/02/1992,1992-02-14,1113,2448666.5,0.3342490842490842,1092.0,365.0,318.0,15.234567901234568,4.0,1.0,47.0,1.0,4.0,60.0,81.0,7.0,45.0,8.0,119.0,3.0,0.0,99.0,36.0,7.0,2.0,26.0,112.0,18.0,0.0,29.0,0.0,3.0,131.0,5.0,82.0,0.0,1.0,6.0,53.0,3.0,90.0,16.0,33.0,15.0,60.0,45.0,8.0,16.0,6.0,4.0,0.0,0.0,1,1016,29.37,44.53,58.21,95.17,12.54,12.7,94.09,61.12,21.36,10.53,6.5,1.18,1.28,0.79,0.79,10.83,6.2,13.58,12.2,5.61,7.09,2.07,24.02,3.74,1.67,2.66,0.89,2.76,5.61,5.12,0.49,0.0,0.2,0.2,8.46,0.1,0.39,0.0,1.28,13.98,2.95,2.07,1.97,2.95,1.67,3.74,2.66,0.59,0.89,0.1,0.3,0.2,0.0,0.0,0.1,8.96,1.67,1.97,3.74,3.25,0.2,2.56,17.32,3.25,11.81,2.95,6.1,3.15,3.94,0.0,0.59,2.46,0.0,0.0,0.69,0.0,0.0,0.1,0.59,0.0,21.85,7.38,6.0,0.1,0.2,0.59,0.1,0.49,0.79,6.1,0.0,0.1,159.0,1.59,0.14560439560439561,45.0,0.45,0.04120879120879121,83.0,0.83,0.076007326007326,259.0,2.59,0.23717948717948717,136.0,0.12454212454212454,,
111,111,Bush - Speech115 - Edited.txt,27/02/1992,1992-02-27,1126,2448679.5,0.2824529991047448,2234.0,631.0,533.0,17.549295774647888,6.0,3.0,76.0,0.0,3.0,114.0,142.0,24.0,91.0,27.0,245.0,10.0,0.0,244.0,128.0,13.0,3.0,46.0,232.0,74.0,14.0,87.0,2.0,4.0,214.0,20.0,173.0,4.0,2.0,5.0,84.0,6.0,132.0,55.0,37.0,35.0,121.0,62.0,13.0,16.0,7.0,3.0,0.0,0.0,1,2135,49.1,72.55,37.34,82.71,15.04,17.8,91.33,59.02,17.38,9.46,4.17,3.33,1.31,0.33,0.33,7.92,7.35,13.82,10.91,5.53,6.65,1.97,19.86,3.93,1.92,1.22,1.59,2.76,5.2,4.17,0.98,0.14,0.09,0.28,11.01,0.05,0.09,0.05,0.52,14.1,3.51,1.69,2.15,3.84,1.26,3.51,1.73,0.23,0.98,0.47,0.33,0.0,0.19,0.0,0.14,11.33,4.26,2.44,3.75,1.59,0.42,3.33,13.96,2.34,10.35,1.59,6.28,2.76,3.61,0.19,0.28,1.55,0.19,0.0,0.75,0.0,0.0,0.33,0.37,0.05,17.28,6.23,5.34,0.09,0.19,0.47,0.0,1.12,0.28,3.51,0.0,0.05,407.0,4.07,0.18218442256042972,144.0,1.44,0.06445837063563116,179.0,1.79,0.0801253357206804,442.0,4.42,0.19785138764547897,234.0,0.10474485228290063,,
112,112,Bush - Speech116 - Edited.txt,11/03/1992,1992-03-11,1139,2448692.5,0.2294704528012279,3909.0,897.0,736.0,15.672597864768685,13.0,8.0,192.0,0.0,3.0,208.0,281.0,23.0,157.0,16.0,413.0,13.0,0.0,385.0,201.0,8.0,8.0,95.0,401.0,128.0,8.0,130.0,6.0,7.0,431.0,34.0,284.0,5.0,2.0,24.0,154.0,14.0,297.0,52.0,114.0,63.0,266.0,102.0,20.0,26.0,22.0,3.0,0.0,0.0,1,3724,39.93,49.68,61.97,62.43,13.21,15.68,92.21,59.99,18.05,10.58,6.26,1.72,1.32,0.51,0.78,7.47,7.38,13.37,11.98,6.53,6.71,2.01,23.28,3.2,1.56,1.45,0.51,2.34,5.24,3.54,1.61,0.16,0.3,0.24,8.83,0.03,0.08,0.05,0.67,14.39,3.73,1.58,2.42,3.03,1.48,3.68,2.47,1.15,0.73,0.51,0.46,0.19,0.11,0.0,0.19,9.91,2.31,2.04,3.76,1.93,0.81,2.95,15.87,2.36,12.08,2.77,6.69,3.03,4.11,0.27,0.21,1.58,0.03,0.05,0.97,0.0,0.05,0.51,0.4,0.03,19.12,7.14,5.59,0.16,0.13,0.59,0.0,0.64,0.16,4.7,0.0,0.0,667.0,6.67,0.17063187515988745,217.0,2.17,0.055512918905090816,291.0,2.91,0.07444359171143515,894.0,8.94,0.22870299309286263,465.0,0.11895625479662318,,
113,113,Bush - Speech117 - Edited.txt,22/03/1992,1992-03-22,1150,2448703.5,0.2982131854590265,1623.0,484.0,423.0,17.980198019801982,7.0,7.0,58.0,0.0,0.0,91.0,101.0,10.0,72.0,8.0,151.0,5.0,0.0,193.0,83.0,6.0,7.0,42.0,166.0,63.0,9.0,54.0,0.0,0.0,170.0,19.0,111.0,3.0,1.0,3.0,62.0,1.0,109.0,40.0,50.0,30.0,83.0,47.0,11.0,8.0,7.0,0.0,0.0,0.0,1,1568,45.9,59.32,78.97,81.07,15.52,16.71,92.09,59.82,17.79,9.95,5.04,2.1,0.64,0.83,1.34,7.84,6.51,14.86,11.8,5.61,6.95,1.59,20.79,4.02,2.49,1.02,0.77,2.36,5.04,4.02,0.96,0.13,0.32,0.19,9.5,0.0,0.0,0.0,0.89,13.84,3.44,1.72,1.34,3.19,2.17,3.25,1.21,0.13,0.57,0.26,0.38,0.13,0.06,0.0,0.19,8.55,2.81,1.98,2.61,1.85,0.64,3.83,14.22,2.61,16.26,3.89,9.5,3.89,2.61,0.45,0.38,1.02,0.0,0.06,0.64,0.0,0.0,0.26,0.32,0.06,16.2,6.12,5.8,0.06,0.26,0.38,0.0,0.45,0.0,3.0,0.0,0.13,292.0,2.92,0.17991373998767715,96.0,0.96,0.059149722735674676,115.0,1.15,0.07085643869377696,359.0,3.59,0.22119531731361675,189.0,0.11645101663585952,,
114,114,Bush - Speech118 - Edited.txt,01/04/1992,1992-04-01,1160,2448713.5,0.3279088689991863,1229.0,403.0,355.0,19.7536231884058,1.0,6.0,55.0,0.0,1.0,64.0,69.0,9.0,48.0,3.0,127.0,4.0,0.0,157.0,72.0,1.0,3.0,35.0,127.0,41.0,5.0,42.0,0.0,3.0,124.0,10.0,72.0,3.0,0.0,6.0,48.0,3.0,78.0,19.0,41.0,25.0,55.0,45.0,8.0,10.0,4.0,1.0,0.0,0.0,1,1176,44.79,74.11,31.53,74.81,17.04,17.43,91.75,62.07,19.13,9.18,3.66,3.32,1.36,0.09,0.77,9.95,6.97,15.31,13.44,4.68,6.04,1.79,21.43,2.98,1.19,1.19,0.51,2.38,5.36,3.91,1.28,0.43,0.34,0.17,9.78,0.0,0.09,0.0,0.09,11.73,1.96,1.19,2.3,2.98,2.13,2.47,1.96,0.34,1.36,0.17,0.34,0.09,0.09,0.0,0.17,9.95,4.59,1.7,2.21,1.96,0.51,3.06,14.8,1.87,12.41,2.38,6.72,3.66,3.23,0.09,0.26,1.36,0.09,0.0,0.68,0.09,0.0,0.43,0.17,0.0,16.5,5.87,5.44,0.09,0.17,0.0,0.0,0.85,0.17,3.74,0.0,0.17,215.0,2.15,0.17493897477624085,76.0,0.76,0.061838893409275834,75.0,0.75,0.061025223759153785,263.0,2.63,0.21399511798209928,134.0,0.10903173311635476,,
115,115,Bush - Speech119 - Edited.txt,10/04/1992,1992-04-10,1169,2448722.5,0.2150755621083671,5426.0,1167.0,945.0,17.209631728045327,20.0,12.0,204.0,10.0,10.0,296.0,352.0,31.0,235.0,55.0,577.0,12.0,0.0,600.0,274.0,16.0,4.0,120.0,584.0,221.0,14.0,194.0,1.0,13.0,566.0,49.0,342.0,10.0,0.0,31.0,182.0,16.0,326.0,67.0,127.0,122.0,317.0,192.0,30.0,42.0,27.0,10.0,0.0,0.0,1,5109,47.84,59.67,58.4,59.11,14.43,16.81,90.9,58.74,17.91,9.69,4.85,2.66,1.19,0.18,0.8,8.22,7.57,14.35,11.45,5.25,6.91,2.11,21.22,3.09,1.43,1.62,1.55,2.54,4.42,3.05,1.29,0.18,0.31,0.31,9.34,0.04,0.0,0.02,0.27,13.09,3.39,1.43,1.96,3.01,1.43,3.72,2.07,1.08,0.55,0.45,0.55,0.14,0.33,0.06,0.08,11.08,3.33,2.11,3.7,2.27,0.63,3.09,15.03,1.72,12.45,2.21,7.16,3.41,4.35,0.22,0.35,1.45,0.02,0.0,0.84,0.06,0.02,0.35,0.39,0.0,19.55,6.81,5.91,0.02,0.1,0.23,0.0,0.65,0.39,5.13,0.0,0.31,1013.0,10.13,0.18669369701437524,294.0,2.94,0.054183560633984516,352.0,3.52,0.0648728345005529,1151.0,11.51,0.21212679690379654,615.0,0.1133431625506819,,
116,116,Bush - Speech120 - Edited.txt,06/05/1992,1992-05-06,1195,2448748.5,0.2141453831041257,3054.0,654.0,545.0,19.238636363636363,3.0,12.0,169.0,0.0,1.0,154.0,176.0,25.0,128.0,13.0,331.0,10.0,0.0,307.0,108.0,15.0,1.0,84.0,300.0,98.0,4.0,111.0,2.0,9.0,343.0,23.0,187.0,3.0,0.0,12.0,144.0,6.0,238.0,43.0,65.0,90.0,190.0,98.0,27.0,25.0,13.0,1.0,1.0,0.0,1,2866,35.82,65.73,66.89,63.48,16.19,15.0,92.5,61.13,20.41,10.75,5.02,4.08,0.77,0.17,0.7,9.67,7.15,13.92,13.29,4.08,6.84,2.48,24.04,2.69,1.78,1.67,0.52,2.16,4.43,3.18,1.19,0.14,0.56,0.17,10.82,0.17,0.07,0.0,0.21,15.0,4.01,0.66,2.27,4.22,1.57,4.12,1.78,0.63,0.77,0.35,0.21,0.07,0.14,0.0,0.0,12.14,5.09,2.97,2.34,2.37,0.56,4.33,16.82,1.92,12.91,2.76,7.22,3.63,3.42,0.17,0.28,0.38,0.03,0.0,0.45,0.0,0.03,0.24,0.17,0.0,18.32,6.04,5.37,0.07,0.38,0.17,0.0,0.49,0.07,5.72,0.0,0.0,513.0,5.13,0.16797642436149313,124.0,1.24,0.04060248853962017,190.0,1.9,0.06221349050425671,724.0,7.24,0.23706614276358873,366.0,0.11984282907662082,,
117,117,Bush - Speech121 - Edited.txt,20/05/1992,1992-05-20,1209,2448762.5,0.3092909535452323,1636.0,506.0,442.0,18.25,2.0,5.0,64.0,0.0,3.0,88.0,100.0,10.0,61.0,11.0,178.0,7.0,0.0,170.0,82.0,6.0,3.0,33.0,172.0,81.0,1.0,65.0,1.0,7.0,179.0,20.0,101.0,4.0,0.0,3.0,56.0,3.0,94.0,25.0,24.0,38.0,102.0,58.0,11.0,13.0,11.0,3.0,1.0,0.0,1,1549,37.77,71.29,51.6,80.7,15.49,15.95,91.22,58.3,19.82,10.97,4.91,3.55,1.1,0.39,1.03,8.84,7.04,12.33,11.36,5.29,6.33,1.87,20.46,4.2,2.13,2.07,0.84,3.03,5.42,4.13,1.1,0.32,0.19,0.26,11.56,0.9,0.06,0.26,0.52,13.49,4.2,0.52,1.74,3.62,1.68,3.81,2.97,1.61,0.58,0.71,0.45,0.0,0.26,0.26,0.0,11.81,4.78,2.26,3.36,2.32,0.39,3.55,15.62,1.74,10.46,1.36,6.65,2.45,2.65,0.71,0.65,0.97,0.71,0.0,0.58,0.0,0.0,0.19,0.32,0.0,18.14,6.2,5.68,0.06,0.19,0.32,0.0,0.58,0.39,4.45,0.0,0.26,319.0,3.19,0.1949877750611247,91.0,0.91,0.055623471882640586,105.0,1.05,0.06418092909535453,341.0,3.41,0.20843520782396088,199.0,0.12163814180929096,,
118,118,Bush - Speech122 - Edited.txt,04/06/1992,1992-06-04,1224,2448777.5,0.2170788416825195,4731.0,1027.0,821.0,16.054054054054053,9.0,12.0,149.0,2.0,21.0,273.0,333.0,31.0,150.0,36.0,509.0,15.0,0.0,460.0,238.0,10.0,7.0,98.0,521.0,156.0,15.0,163.0,4.0,14.0,539.0,49.0,270.0,6.0,3.0,33.0,160.0,8.0,309.0,104.0,126.0,97.0,321.0,143.0,37.0,35.0,29.0,21.0,0.0,0.0,1,4439,44.05,59.25,68.96,69.91,13.29,16.63,90.22,57.76,19.37,11.22,6.06,2.21,1.42,0.77,0.77,8.15,7.28,13.25,11.42,4.66,6.01,2.1,22.91,3.22,1.85,1.51,1.1,1.98,5.16,3.69,1.35,0.23,0.54,0.2,10.25,0.11,0.11,0.05,0.88,12.64,3.33,1.67,1.78,3.06,1.19,3.38,2.43,1.04,0.97,0.38,0.29,0.05,0.16,0.05,0.02,10.93,3.4,2.16,3.65,2.52,0.63,4.26,15.75,2.66,13.74,3.42,7.64,3.0,3.45,0.36,0.38,1.46,0.07,0.14,0.59,0.0,0.02,0.16,0.25,0.02,20.97,7.1,6.15,0.18,0.18,0.52,0.0,0.59,0.95,5.14,0.0,0.18,855.0,8.55,0.18072289156626506,255.0,2.55,0.053899809765377296,279.0,2.79,0.05897273303741281,1100.0,11.0,0.23250898330162756,588.0,0.12428662016487001,,
