,index,Filename,Date,JDate,Days,Julian,TTR,WordCount,UniqueWords,UniqueStems,MLU,Fillers,NSNouns,LIVerbs,$,'',",",.,:,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,``,WP$,SYM,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,Nouns,Nouns/100,NounsNormalised,Adjectives,Adjectives/100,AdjectivesNormalised,Adverbs,Adverbs/100,AdverbsNormalised,Verbs,Verbs/100,VerbsNormalised,Pronouns,PronounsNormalised,UniqueWordsNormalised,UniqueStemsNormalised
46,46,Bush - Speech48 - Edited.txt,13/06/1990,1990-06-13,502,2448055.5,0.2889214250854075,2049.0,592.0,512.0,19.56896551724138,8.0,4.0,92.0,1.0,0.0,101.0,116.0,23.0,81.0,21.0,214.0,11.0,0.0,232.0,114.0,4.0,2.0,52.0,194.0,83.0,3.0,75.0,2.0,1.0,222.0,14.0,160.0,1.0,1.0,18.0,60.0,0.0,118.0,31.0,33.0,50.0,142.0,52.0,14.0,13.0,11.0,0.0,0.0,0.0,1,1941,35.44,48.56,63.57,84.11,16.59,16.95,90.88,60.59,18.5,10.05,5.82,1.91,1.65,0.21,0.46,8.45,6.75,13.65,12.31,6.49,6.85,2.42,20.61,3.3,1.65,1.34,1.29,3.09,5.92,4.43,1.13,0.21,0.26,0.15,8.5,0.31,0.0,0.0,0.21,14.99,3.5,1.44,2.42,3.09,1.96,4.17,1.44,0.46,0.77,0.1,0.21,0.05,0.15,0.0,0.0,9.02,2.89,1.44,2.83,1.96,0.57,3.3,14.68,1.55,12.21,1.7,7.68,3.04,3.09,0.36,0.46,0.82,0.0,0.0,0.41,0.0,0.1,0.26,0.15,0.0,17.0,6.03,5.31,0.21,0.05,0.05,0.0,0.93,0.0,4.07,0.0,0.36,355.0,3.55,0.17325524646168863,120.0,1.2,0.05856515373352855,162.0,1.62,0.07906295754026355,426.0,4.26,0.20790629575402636,236.0,0.11517813567593949,,
47,47,Bush - Speech49 - Edited.txt,20/06/1990,1990-06-20,509,2448062.5,0.2567699836867863,3065.0,787.0,653.0,20.11904761904762,7.0,5.0,97.0,1.0,0.0,140.0,168.0,33.0,144.0,17.0,318.0,14.0,0.0,346.0,154.0,2.0,2.0,63.0,324.0,126.0,12.0,97.0,1.0,4.0,308.0,42.0,215.0,6.0,1.0,8.0,112.0,5.0,174.0,70.0,55.0,84.0,180.0,101.0,19.0,23.0,11.0,0.0,0.0,0.0,1,2918,40.95,44.83,58.63,72.6,17.37,17.27,89.86,59.63,18.57,10.62,5.96,2.02,0.69,1.23,0.72,7.95,6.79,13.67,11.48,5.11,6.99,2.47,19.84,3.63,1.58,1.34,0.89,2.33,5.55,3.98,1.47,0.31,0.41,0.03,8.5,0.0,0.07,0.0,1.3,14.67,3.91,1.68,1.85,3.56,1.61,4.04,1.85,1.06,0.55,0.24,0.34,0.1,0.1,0.03,0.17,8.84,2.43,1.75,3.02,1.71,0.51,4.18,13.54,1.95,11.48,2.19,7.4,2.74,2.78,0.17,0.14,0.82,0.07,0.0,0.86,0.03,0.0,0.31,0.45,0.03,16.72,6.17,4.8,0.24,0.27,0.1,0.0,0.82,0.0,3.98,0.0,0.34,559.0,5.59,0.18238172920065251,158.0,1.58,0.05154975530179445,222.0,2.22,0.07243066884176183,664.0,6.64,0.2166394779771615,350.0,0.11419249592169657,,
48,48,Bush - Speech50 - Edited.txt,29/06/1990,1990-06-29,518,2448071.5,0.1991160220994475,4525.0,901.0,738.0,18.305454545454545,16.0,12.0,186.0,1.0,1.0,224.0,275.0,63.0,241.0,34.0,451.0,12.0,0.0,446.0,226.0,19.0,2.0,96.0,471.0,102.0,17.0,169.0,2.0,9.0,488.0,42.0,310.0,9.0,3.0,22.0,159.0,8.0,273.0,100.0,111.0,94.0,289.0,152.0,33.0,48.0,31.0,1.0,0.0,0.0,1,4248,31.3,58.11,61.73,53.66,15.45,16.9,91.6,60.29,19.0,10.64,5.27,3.01,1.13,0.54,0.68,8.36,6.8,12.74,11.86,5.32,8.78,2.35,23.16,3.88,2.02,2.07,1.01,1.98,4.45,2.92,1.44,0.07,0.26,0.12,10.17,0.09,0.05,0.0,0.78,14.31,3.04,1.77,2.28,3.01,1.51,4.64,2.57,1.25,0.89,0.4,0.16,0.05,0.02,0.0,0.09,9.84,3.6,0.94,2.61,2.24,0.87,4.14,15.94,3.18,12.66,3.32,6.8,3.37,3.01,0.14,0.14,1.81,0.02,0.09,0.47,0.0,0.02,0.24,0.16,0.02,18.79,6.29,5.27,0.24,0.09,0.24,0.0,1.32,0.05,5.13,0.0,0.16,759.0,7.59,0.16773480662983425,247.0,2.47,0.05458563535911602,322.0,3.22,0.07116022099447514,1019.0,10.19,0.22519337016574587,530.0,0.11712707182320442,,
49,49,Bush - Speech51 - Edited.txt,06/07/1990,1990-07-06,525,2448078.5,0.2298578199052132,3376.0,776.0,643.0,20.585635359116026,8.0,6.0,116.0,1.0,0.0,164.0,181.0,32.0,128.0,15.0,352.0,12.0,3.0,421.0,153.0,3.0,0.0,82.0,328.0,212.0,17.0,154.0,2.0,5.0,328.0,40.0,236.0,6.0,2.0,13.0,115.0,1.0,176.0,50.0,52.0,89.0,201.0,94.0,24.0,21.0,13.0,0.0,0.0,0.0,1,3233,54.0,60.38,45.3,53.69,17.86,16.46,87.81,59.11,17.41,9.99,4.45,2.1,0.77,1.14,1.52,7.42,7.49,15.03,10.89,4.95,6.77,2.04,19.67,3.4,2.01,1.21,0.68,1.89,4.83,3.15,1.67,0.59,0.65,0.12,9.74,0.0,0.12,0.0,1.27,14.51,3.46,2.23,2.47,2.81,1.45,3.5,2.85,1.48,0.9,0.4,0.71,0.43,0.19,0.0,0.09,8.66,3.31,1.21,2.88,1.45,0.9,3.43,13.61,1.73,12.5,2.72,7.95,2.88,1.58,0.12,0.09,0.49,0.06,0.15,0.65,0.0,0.0,0.25,0.37,0.03,16.21,6.03,5.07,0.15,0.06,0.19,0.0,0.96,0.0,3.4,0.0,0.34,711.0,7.11,0.2106042654028436,156.0,1.56,0.0462085308056872,244.0,2.44,0.07227488151658767,662.0,6.62,0.19609004739336494,368.0,0.10900473933649289,,
50,50,Bush - Speech52 - Edited.txt,11/07/1990,1990-07-11,530,2448083.5,0.2211249463288965,4658.0,1030.0,843.0,20.28174603174603,16.0,10.0,172.0,1.0,2.0,197.0,252.0,76.0,227.0,22.0,481.0,18.0,0.0,554.0,238.0,6.0,8.0,100.0,452.0,179.0,17.0,170.0,4.0,3.0,499.0,46.0,355.0,9.0,1.0,19.0,147.0,0.0,272.0,103.0,93.0,83.0,277.0,120.0,16.0,35.0,25.0,2.0,2.0,0.0,1,4409,40.12,63.23,57.81,75.8,17.5,16.63,89.77,60.2,18.71,10.91,4.83,2.52,0.84,1.45,1.27,7.8,6.83,13.99,10.8,5.26,8.03,2.47,19.57,3.29,1.88,1.5,0.59,2.7,5.01,3.81,1.11,0.18,0.32,0.16,11.34,0.25,0.05,0.07,1.72,15.22,3.97,1.5,2.34,3.54,1.84,3.97,2.02,0.61,0.84,0.52,0.27,0.11,0.09,0.02,0.07,9.57,3.9,1.86,2.88,1.59,0.68,3.77,13.68,1.88,13.2,2.93,8.23,2.88,2.15,0.18,0.07,0.79,0.09,0.02,0.45,0.05,0.0,0.16,0.25,0.0,16.24,5.78,4.47,0.11,0.16,0.18,0.02,1.52,0.09,3.79,0.0,0.11,818.0,8.18,0.17561185057964793,252.0,2.52,0.054100472305710606,365.0,3.65,0.07835981107771575,948.0,9.48,0.20352082438814942,545.0,0.11700300558179476,,
51,51,Bush - Speech53 - Edited.txt,08/08/1990,1990-08-08,558,2448111.5,0.2891352549889135,2255.0,652.0,558.0,17.205479452054796,6.0,5.0,101.0,0.0,0.0,109.0,146.0,29.0,80.0,8.0,221.0,27.0,0.0,254.0,132.0,5.0,0.0,68.0,221.0,96.0,8.0,73.0,1.0,1.0,221.0,18.0,186.0,2.0,0.0,9.0,76.0,5.0,150.0,36.0,47.0,58.0,129.0,58.0,8.0,20.0,10.0,0.0,0.0,0.0,1,2139,32.63,42.76,70.96,51.12,14.65,16.88,90.28,60.82,17.95,9.58,5.14,1.73,1.31,0.33,1.08,8.37,6.26,13.32,13.0,7.25,5.84,2.81,22.02,2.38,1.12,1.5,0.61,2.29,5.19,3.23,1.87,0.28,0.7,0.09,7.9,0.0,0.0,0.0,0.42,16.27,3.74,1.82,2.48,3.83,2.01,4.77,2.48,0.79,0.65,0.75,0.51,0.05,0.09,0.05,0.33,7.25,2.29,0.94,2.2,1.03,1.12,3.65,14.77,3.27,13.46,2.43,7.53,3.69,1.54,0.19,0.05,0.94,0.09,0.14,0.75,0.05,0.0,0.37,0.33,0.0,18.0,6.26,5.1,0.09,0.14,0.56,0.0,1.45,0.0,4.3,0.0,0.09,398.0,3.98,0.17649667405764966,137.0,1.37,0.06075388026607539,188.0,1.88,0.08337028824833703,478.0,4.78,0.21197339246119734,239.0,0.10598669623059867,,
52,52,Bush - Speech54 - Edited.txt,14/08/1990,1990-08-14,564,2448117.5,0.2514932411191449,3181.0,800.0,659.0,18.22680412371134,11.0,4.0,120.0,4.0,0.0,150.0,194.0,54.0,138.0,30.0,351.0,13.0,0.0,317.0,130.0,6.0,5.0,74.0,292.0,125.0,15.0,93.0,1.0,10.0,374.0,26.0,238.0,6.0,1.0,17.0,121.0,3.0,219.0,93.0,67.0,42.0,178.0,92.0,15.0,24.0,18.0,0.0,0.0,0.0,1,2993,32.18,56.11,50.33,69.84,15.12,15.47,89.91,61.81,19.71,11.19,5.21,2.14,1.14,1.4,1.3,8.52,6.88,13.4,11.79,6.31,7.12,2.77,21.32,3.01,1.97,1.67,1.14,2.74,4.28,3.24,0.9,0.13,0.37,0.03,10.59,0.0,0.07,0.0,1.57,14.3,3.17,1.64,2.21,3.21,1.8,4.28,2.17,0.67,1.07,0.33,0.3,0.13,0.07,0.03,0.1,7.75,3.07,0.94,2.41,1.44,0.47,4.64,15.14,1.97,11.99,2.31,6.52,3.51,1.57,0.17,0.23,0.57,0.2,0.0,0.9,0.07,0.2,0.13,0.47,0.0,18.74,6.55,5.05,0.3,0.1,0.33,0.0,1.47,0.0,4.61,0.0,0.33,525.0,5.25,0.16504243948443886,141.0,1.41,0.044325683747249295,245.0,2.45,0.07701980509273813,691.0,6.91,0.2172272870166614,400.0,0.12574662055957248,,
53,53,Bush - Speech55 - Edited.txt,16/08/1990,1990-08-16,566,2448119.5,0.3146551724137931,1392.0,438.0,396.0,22.761194029850746,7.0,7.0,57.0,0.0,0.0,66.0,67.0,25.0,56.0,5.0,151.0,8.0,0.0,170.0,61.0,1.0,1.0,29.0,133.0,51.0,3.0,55.0,2.0,2.0,149.0,12.0,88.0,1.0,0.0,0.0,50.0,1.0,87.0,37.0,25.0,48.0,71.0,43.0,15.0,6.0,6.0,0.0,0.0,0.0,1,1308,35.51,36.83,72.24,59.05,19.52,17.51,90.67,61.85,20.34,10.32,6.73,0.61,0.84,1.07,1.07,10.02,6.57,13.99,12.16,5.73,5.96,2.52,21.1,1.99,0.99,1.68,0.46,3.67,4.05,2.68,0.92,0.08,0.38,0.38,8.26,0.0,0.0,0.0,1.3,15.83,4.74,1.91,1.22,3.67,2.37,3.82,2.83,1.15,0.92,0.61,0.76,0.23,0.0,0.0,0.54,4.59,1.53,0.69,1.07,1.22,0.54,4.59,13.46,1.53,11.54,1.99,7.57,2.29,1.99,0.54,0.08,0.31,0.0,0.15,0.46,0.0,0.08,0.15,0.15,0.08,16.82,5.12,5.05,0.0,0.0,0.15,0.0,1.91,0.0,4.43,0.0,0.15,242.0,2.42,0.17385057471264367,63.0,0.63,0.04525862068965517,89.0,0.89,0.0639367816091954,311.0,3.11,0.22341954022988506,161.0,0.11566091954022989,,
54,54,Bush - Speech56 - Edited.txt,22/08/1990,1990-08-22,572,2448125.5,0.2636511817440913,2454.0,647.0,545.0,18.335570469798657,7.0,3.0,75.0,0.0,1.0,122.0,149.0,36.0,105.0,11.0,243.0,17.0,0.0,249.0,126.0,10.0,3.0,66.0,248.0,126.0,14.0,81.0,3.0,3.0,244.0,14.0,174.0,5.0,1.0,13.0,87.0,8.0,147.0,37.0,58.0,58.0,158.0,72.0,12.0,16.0,12.0,1.0,2.0,0.0,1,2323,39.28,58.01,61.63,41.33,15.18,18.17,89.5,58.76,17.35,9.6,5.04,2.11,0.82,0.52,1.12,7.75,6.72,13.22,12.18,5.68,6.93,2.54,20.45,3.36,2.45,1.42,0.47,2.45,4.69,2.63,1.76,0.39,0.99,0.3,10.63,0.13,0.3,0.0,0.69,14.16,3.49,1.51,1.89,3.23,2.2,3.75,2.11,0.56,0.99,0.39,0.6,0.3,0.13,0.17,0.17,8.35,3.19,1.29,3.19,1.29,0.52,3.14,14.42,2.24,12.91,2.32,7.96,2.97,1.72,0.3,0.43,0.13,0.13,0.04,1.08,0.22,0.17,0.6,0.09,0.0,18.38,6.67,5.25,0.3,0.52,0.3,0.0,0.73,0.09,4.26,0.0,0.26,469.0,4.69,0.1911165444172779,139.0,1.39,0.05664221678891605,180.0,1.8,0.07334963325183375,530.0,5.3,0.21597392013039934,258.0,0.10513447432762836,,
55,55,Bush - Speech57 - Edited.txt,30/08/1990,1990-08-30,580,2448133.5,0.2643631980715146,2489.0,658.0,555.0,18.716216216216218,15.0,3.0,113.0,0.0,0.0,129.0,148.0,34.0,106.0,12.0,239.0,14.0,0.0,267.0,129.0,4.0,2.0,63.0,234.0,85.0,7.0,92.0,2.0,4.0,267.0,26.0,212.0,2.0,3.0,11.0,80.0,1.0,150.0,51.0,52.0,65.0,151.0,83.0,17.0,22.0,5.0,0.0,1.0,0.0,1,2331,28.06,43.0,51.86,50.6,15.64,15.57,91.03,61.86,19.0,10.6,6.31,1.89,0.99,0.77,0.64,8.41,6.31,13.6,13.38,6.26,7.08,3.26,22.69,3.56,2.23,1.29,0.64,2.57,4.42,2.75,1.42,0.0,0.6,0.17,9.09,0.04,0.09,0.0,0.99,15.36,3.35,2.27,2.62,3.3,1.59,4.08,2.45,1.2,0.64,0.6,0.43,0.26,0.09,0.04,0.09,8.71,2.49,1.72,2.92,2.02,0.56,3.9,15.83,1.84,10.94,2.02,6.44,2.66,2.49,0.13,0.13,0.47,0.04,0.04,0.64,0.09,0.04,0.04,0.47,0.0,19.18,6.35,5.53,0.17,0.09,0.17,0.0,1.33,0.0,5.36,0.0,0.17,418.0,4.18,0.16793893129770993,135.0,1.35,0.05423865006026517,217.0,2.17,0.08718360787464845,552.0,5.52,0.2217758135797509,293.0,0.11771795901968662,,
56,56,Bush - Speech58 - Edited.txt,09/09/1990,1990-09-09,590,2448143.5,0.2686993806574559,2099.0,564.0,480.0,20.460176991150444,1.0,3.0,59.0,0.0,0.0,99.0,113.0,22.0,91.0,9.0,234.0,13.0,2.0,256.0,129.0,4.0,4.0,53.0,197.0,135.0,21.0,67.0,1.0,1.0,194.0,26.0,130.0,1.0,2.0,4.0,72.0,0.0,124.0,40.0,32.0,44.0,96.0,69.0,9.0,7.0,10.0,1.0,0.0,0.0,1,2045,47.13,59.27,47.57,77.88,18.1,19.27,88.9,60.24,18.14,9.0,3.91,2.49,0.49,1.37,0.73,9.14,7.38,13.55,11.15,4.94,6.8,1.86,17.46,3.72,2.25,0.88,0.49,1.81,4.45,3.62,0.78,0.1,0.15,0.2,9.34,0.0,0.39,0.0,1.37,15.55,4.79,1.27,2.35,3.08,1.96,4.21,2.44,1.08,0.93,0.44,0.78,0.44,0.1,0.05,0.24,8.75,3.57,1.66,2.4,1.08,0.64,2.89,12.08,1.91,11.44,0.73,8.41,2.4,2.05,0.15,0.05,0.39,0.05,0.0,0.59,0.0,0.0,0.44,0.15,0.0,13.3,5.53,4.84,0.05,0.1,0.2,0.0,0.98,0.0,1.56,0.0,0.05,420.0,4.2,0.20009528346831826,137.0,1.37,0.06526917579799904,133.0,1.33,0.06336350643163412,405.0,4.05,0.19294902334444974,220.0,0.10481181515007146,,
57,57,Bush - Speech59 - Edited.txt,21/09/1990,1990-09-21,602,2448155.5,0.2741219216794509,2477.0,679.0,558.0,17.645569620253166,9.0,7.0,87.0,0.0,1.0,150.0,158.0,28.0,94.0,19.0,255.0,12.0,0.0,253.0,119.0,5.0,2.0,69.0,241.0,86.0,9.0,92.0,2.0,1.0,287.0,33.0,171.0,5.0,0.0,14.0,88.0,1.0,151.0,52.0,79.0,32.0,136.0,95.0,21.0,13.0,13.0,1.0,0.0,0.0,1,2333,29.78,57.48,49.16,43.76,14.67,17.45,89.71,60.31,20.83,11.27,5.74,1.8,1.24,1.67,0.81,9.56,6.34,12.77,11.96,5.62,6.6,2.49,21.77,2.7,1.46,1.29,1.03,2.57,3.64,2.23,1.24,0.43,0.47,0.04,11.02,0.0,0.04,0.04,1.84,14.14,2.83,1.93,2.31,2.96,1.84,3.94,2.44,1.07,1.03,0.34,0.21,0.0,0.09,0.0,0.09,7.72,2.57,1.2,2.66,1.63,0.51,2.87,15.22,1.67,12.34,2.19,7.16,3.21,2.27,0.39,0.09,0.56,0.09,0.09,0.34,0.0,0.04,0.04,0.17,0.0,19.59,6.73,6.43,0.09,0.17,0.13,0.0,0.99,0.09,4.8,0.0,0.17,428.0,4.28,0.1727896649172386,126.0,1.26,0.050867985466289865,176.0,1.76,0.07105369398465886,545.0,5.45,0.22002422285022205,320.0,0.12918853451756157,,
58,58,Bush - Speech60 - Edited.txt,06/10/1990,1990-10-06,617,2448170.5,0.2200488997555012,2863.0,630.0,523.0,16.024875621890548,9.0,9.0,129.0,0.0,6.0,147.0,201.0,49.0,133.0,9.0,325.0,10.0,0.0,247.0,142.0,5.0,0.0,70.0,302.0,68.0,10.0,76.0,1.0,9.0,317.0,26.0,188.0,1.0,3.0,17.0,102.0,11.0,216.0,52.0,59.0,54.0,180.0,108.0,18.0,28.0,23.0,8.0,0.0,0.0,1,2641,29.44,49.55,72.84,69.32,13.07,16.43,93.0,61.08,19.95,10.26,5.83,1.86,1.02,0.27,1.29,9.69,7.46,12.34,13.18,5.07,7.31,2.8,23.51,3.07,1.14,2.12,0.42,2.35,4.28,3.26,0.95,0.15,0.27,0.27,9.92,0.11,0.23,0.04,0.53,13.52,2.92,1.51,1.63,3.67,1.4,4.24,2.54,0.83,1.21,0.45,0.23,0.0,0.11,0.0,0.08,9.69,2.92,1.63,3.94,2.23,0.27,3.67,17.49,2.35,13.56,2.73,8.41,2.84,4.43,0.23,0.45,1.21,0.11,0.0,1.02,0.04,0.0,0.34,0.42,0.0,22.15,7.46,5.57,0.38,0.11,0.19,0.0,1.4,0.53,6.51,0.0,0.0,456.0,4.56,0.159273489346839,147.0,1.47,0.05134474327628362,192.0,1.92,0.067062521830248,669.0,6.69,0.23367097450227034,343.0,0.1198044009779951,,
59,59,Bush - Speech61 - Edited.txt,09/10/1990,1990-10-09,620,2448173.5,0.217983651226158,4404.0,960.0,766.0,17.84115523465704,17.0,12.0,204.0,1.0,0.0,256.0,277.0,58.0,201.0,20.0,447.0,22.0,0.0,448.0,175.0,14.0,2.0,84.0,420.0,154.0,9.0,152.0,1.0,11.0,501.0,31.0,375.0,8.0,1.0,25.0,141.0,9.0,297.0,129.0,94.0,91.0,261.0,121.0,18.0,57.0,31.0,0.0,0.0,0.0,1,4133,32.84,52.32,62.96,57.8,14.92,15.61,91.75,61.09,19.07,10.67,5.69,2.13,1.11,0.44,1.31,8.4,7.23,12.94,11.15,6.65,7.67,2.81,22.26,3.02,1.31,2.2,0.63,2.35,4.57,3.12,1.43,0.22,0.34,0.22,9.75,0.02,0.05,0.02,0.44,15.24,3.85,1.86,2.44,3.41,1.89,3.92,2.18,0.92,0.87,0.31,0.36,0.12,0.12,0.02,0.1,9.05,2.64,2.11,2.78,2.01,0.7,4.55,15.8,1.45,12.41,2.32,6.73,4.02,2.71,0.27,0.51,0.75,0.1,0.0,0.65,0.0,0.0,0.27,0.31,0.0,19.67,6.46,6.19,0.1,0.15,0.29,0.0,1.21,0.0,5.06,0.0,0.22,735.0,7.35,0.16689373297002724,191.0,1.91,0.04336966394187103,384.0,3.84,0.08719346049046321,993.0,9.93,0.22547683923705722,532.0,0.12079927338782924,,
60,60,Bush - Speech62 - Edited.txt,01/11/1990,1990-11-01,643,2448196.5,0.2083128381701918,4066.0,847.0,700.0,19.809734513274336,15.0,7.0,169.0,0.0,0.0,179.0,226.0,68.0,196.0,21.0,395.0,32.0,0.0,443.0,210.0,8.0,0.0,93.0,352.0,161.0,17.0,148.0,2.0,6.0,462.0,44.0,278.0,8.0,0.0,30.0,113.0,3.0,232.0,62.0,93.0,82.0,312.0,125.0,22.0,25.0,29.0,0.0,0.0,0.0,1,3799,24.85,40.96,66.2,58.13,16.81,17.5,89.1,61.62,19.9,11.37,6.82,1.84,1.13,0.63,0.95,8.53,6.42,12.74,13.19,6.11,7.84,2.58,22.37,3.0,1.87,1.55,0.68,2.21,4.53,3.03,1.32,0.21,0.61,0.08,8.29,0.08,0.08,0.05,0.61,15.87,4.61,1.97,2.5,3.26,1.68,4.13,1.87,0.74,0.53,0.5,0.29,0.13,0.03,0.0,0.13,7.24,2.18,1.13,2.47,1.29,0.71,2.97,16.58,1.76,11.08,1.5,6.66,3.05,1.53,0.18,0.24,0.16,0.05,0.13,0.53,0.03,0.0,0.21,0.24,0.0,17.87,5.79,4.71,0.13,0.16,0.16,0.0,1.58,0.0,5.03,0.0,0.32,678.0,6.78,0.16674864731923267,218.0,2.18,0.05361534677816036,286.0,2.86,0.07033939990162322,906.0,9.06,0.22282341367437286,506.0,0.12444663059517953,,
61,61,Bush - Speech63 - Edited.txt,08/11/1990,1990-11-08,650,2448203.5,0.2823244552058111,2065.0,583.0,491.0,21.185185185185187,10.0,4.0,51.0,0.0,1.0,114.0,108.0,20.0,95.0,9.0,226.0,9.0,0.0,239.0,96.0,5.0,2.0,52.0,188.0,109.0,7.0,74.0,2.0,3.0,218.0,27.0,149.0,0.0,0.0,11.0,68.0,1.0,106.0,36.0,35.0,48.0,109.0,84.0,13.0,15.0,8.0,1.0,0.0,0.0,1,1964,36.54,50.61,47.47,54.53,17.85,17.26,89.87,61.97,19.5,10.79,5.3,1.99,0.76,2.24,0.51,8.71,7.28,13.19,11.3,5.91,7.18,2.34,20.11,2.75,1.27,1.48,0.56,2.29,5.5,3.51,1.99,0.36,0.76,0.31,9.93,0.0,0.1,0.2,2.19,16.04,4.38,1.99,2.19,2.55,2.19,4.79,2.04,0.61,0.71,0.56,0.71,0.15,0.15,0.1,0.36,8.4,3.05,1.22,2.6,1.17,0.92,3.21,13.85,1.88,10.59,1.93,6.52,2.44,1.43,0.05,0.31,0.15,0.2,0.0,0.97,0.1,0.1,0.2,0.56,0.0,17.06,5.75,5.8,0.1,0.1,0.05,0.0,0.92,0.1,4.12,0.0,0.1,378.0,3.78,0.18305084745762712,103.0,1.03,0.049878934624697335,149.0,1.49,0.07215496368038742,418.0,4.18,0.20242130750605328,245.0,0.11864406779661017,,
62,62,Bush - Speech64 - Edited.txt,30/11/1990,1990-11-30,672,2448225.5,0.2400616332819722,3245.0,779.0,654.0,16.901869158878505,9.0,5.0,144.0,0.0,0.0,151.0,214.0,37.0,124.0,28.0,342.0,19.0,0.0,336.0,160.0,3.0,9.0,79.0,323.0,142.0,18.0,111.0,2.0,8.0,336.0,25.0,210.0,2.0,1.0,13.0,126.0,6.0,217.0,51.0,53.0,72.0,203.0,121.0,17.0,36.0,21.0,0.0,1.0,0.0,1,3087,38.23,48.7,55.3,79.5,13.97,17.46,90.7,59.48,18.69,10.17,5.86,1.46,1.23,1.04,0.58,8.52,6.87,13.18,12.83,4.89,6.22,2.56,21.87,3.17,1.59,2.01,1.07,2.24,5.28,3.95,1.0,0.03,0.42,0.13,9.2,0.03,0.16,0.0,1.13,14.64,4.02,1.62,1.88,2.69,2.07,3.79,1.98,0.58,0.81,0.45,1.3,0.52,0.45,0.0,0.32,8.16,2.43,1.33,3.34,1.88,0.39,3.43,16.39,2.07,11.05,1.98,6.64,2.66,2.66,0.06,0.39,0.52,0.13,0.1,0.91,0.0,0.23,0.29,0.36,0.0,18.53,7.03,4.89,0.19,0.23,0.39,0.0,1.17,0.0,4.57,0.0,0.06,594.0,5.94,0.18305084745762712,172.0,1.72,0.05300462249614792,213.0,2.13,0.06563944530046224,717.0,7.17,0.2209553158705701,361.0,0.11124807395993837,,
63,63,Bush - Speech65 - Edited.txt,18/12/1990,1990-12-18,690,2448243.5,0.2318768619662363,4028.0,934.0,800.0,19.84070796460177,18.0,6.0,165.0,2.0,3.0,227.0,226.0,60.0,196.0,35.0,438.0,15.0,0.0,427.0,224.0,4.0,11.0,119.0,412.0,136.0,8.0,111.0,1.0,1.0,434.0,41.0,278.0,5.0,4.0,22.0,124.0,4.0,239.0,103.0,66.0,75.0,220.0,122.0,24.0,30.0,31.0,5.0,0.0,1.0,1,3829,30.34,50.21,51.9,57.88,16.79,16.06,90.91,61.45,19.14,10.08,5.51,1.7,1.25,0.97,0.65,9.06,6.84,12.56,12.48,5.38,8.1,2.45,20.11,3.4,1.72,1.88,1.12,2.64,4.6,3.13,1.44,0.21,0.55,0.34,9.35,0.16,0.24,0.0,1.18,16.14,4.18,2.25,2.35,3.71,1.96,4.26,1.88,0.76,0.6,0.34,0.39,0.08,0.18,0.03,0.1,8.91,2.4,1.91,3.55,1.46,0.47,4.05,13.66,2.04,10.66,1.67,6.32,2.79,2.3,0.16,0.13,0.76,0.03,0.08,0.71,0.03,0.08,0.29,0.26,0.03,18.18,5.85,5.93,0.08,0.31,0.34,0.0,1.65,0.16,3.55,0.0,0.31,667.0,6.67,0.16559086395233366,239.0,2.39,0.05933465739821251,287.0,2.87,0.07125124131082423,825.0,8.25,0.2048162859980139,475.0,0.1179245283018868,,
